"Source path before the run","Source path after the run","Parent of the recipe that made changes","Recipe that made changes","Estimated time saving","Cycle"
"src/main/java/com/javatechie/crud/example/config/SecurityConfiguration.java","src/main/java/com/javatechie/crud/example/config/SecurityConfiguration.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","300","1"
"src/main/java/com/javatechie/crud/example/config/SecurityConfiguration.java","src/main/java/com/javatechie/crud/example/config/SecurityConfiguration.java","","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","300","1"
"src/main/java/com/javatechie/crud/example/config/SecurityConfiguration.java","src/main/java/com/javatechie/crud/example/config/SecurityConfiguration.java","org.openrewrite.java.spring.security6.UpgradeSpringSecurity_6_2","org.openrewrite.java.spring.security6.ApplyToWithLambdaDsl","300","1"
"src/main/java/com/javatechie/crud/example/config/SecurityConfiguration.java","src/main/java/com/javatechie/crud/example/config/SecurityConfiguration.java","","org.openrewrite.java.spring.security6.UpgradeSpringSecurity_6_2","300","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTUtil.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTUtil.java","org.openrewrite.java.migrate.UpgradeBuildToJava11","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTUtil.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTUtil.java","org.openrewrite.java.migrate.Java8toJava11","org.openrewrite.java.migrate.UpgradeBuildToJava11","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTUtil.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTUtil.java","org.openrewrite.java.migrate.UpgradeToJava17","org.openrewrite.java.migrate.Java8toJava11","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTUtil.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTUtil.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","org.openrewrite.java.migrate.UpgradeToJava17","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTUtil.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTUtil.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTUtil.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTUtil.java","","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTUtil.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTUtil.java","org.openrewrite.java.migrate.UpgradeBuildToJava17","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTUtil.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTUtil.java","org.openrewrite.java.migrate.UpgradeToJava17","org.openrewrite.java.migrate.UpgradeBuildToJava17","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTUtil.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTUtil.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","org.openrewrite.java.migrate.UpgradeToJava17","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTUtil.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTUtil.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTUtil.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTUtil.java","","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTConfigurer.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTConfigurer.java","org.openrewrite.java.migrate.UpgradeBuildToJava11","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTConfigurer.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTConfigurer.java","org.openrewrite.java.migrate.Java8toJava11","org.openrewrite.java.migrate.UpgradeBuildToJava11","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTConfigurer.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTConfigurer.java","org.openrewrite.java.migrate.UpgradeToJava17","org.openrewrite.java.migrate.Java8toJava11","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTConfigurer.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTConfigurer.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","org.openrewrite.java.migrate.UpgradeToJava17","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTConfigurer.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTConfigurer.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTConfigurer.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTConfigurer.java","","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTConfigurer.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTConfigurer.java","org.openrewrite.java.migrate.UpgradeBuildToJava17","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTConfigurer.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTConfigurer.java","org.openrewrite.java.migrate.UpgradeToJava17","org.openrewrite.java.migrate.UpgradeBuildToJava17","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTConfigurer.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTConfigurer.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","org.openrewrite.java.migrate.UpgradeToJava17","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTConfigurer.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTConfigurer.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTConfigurer.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTConfigurer.java","","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","org.openrewrite.java.migrate.UpgradeBuildToJava11","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","org.openrewrite.java.migrate.Java8toJava11","org.openrewrite.java.migrate.UpgradeBuildToJava11","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","org.openrewrite.java.migrate.UpgradeToJava17","org.openrewrite.java.migrate.Java8toJava11","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","org.openrewrite.java.migrate.UpgradeToJava17","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","org.openrewrite.java.migrate.UpgradeBuildToJava17","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","org.openrewrite.java.migrate.UpgradeToJava17","org.openrewrite.java.migrate.UpgradeBuildToJava17","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","org.openrewrite.java.migrate.UpgradeToJava17","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","org.openrewrite.java.migrate.jakarta.JavaxServletToJakartaServlet","org.openrewrite.java.ChangePackage","300","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","org.openrewrite.java.migrate.jakarta.JavaxMigrationToJakarta","org.openrewrite.java.migrate.jakarta.JavaxServletToJakartaServlet","300","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","org.openrewrite.java.migrate.jakarta.JavaxMigrationToJakarta","300","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","300","1"
"src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","src/main/java/com/javatechie/crud/example/security/jwt/JWTFilter.java","","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","300","1"
"src/main/java/com/javatechie/crud/example/security/jwt/TokenProvider.java","src/main/java/com/javatechie/crud/example/security/jwt/TokenProvider.java","org.openrewrite.java.migrate.UpgradeBuildToJava11","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/TokenProvider.java","src/main/java/com/javatechie/crud/example/security/jwt/TokenProvider.java","org.openrewrite.java.migrate.Java8toJava11","org.openrewrite.java.migrate.UpgradeBuildToJava11","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/TokenProvider.java","src/main/java/com/javatechie/crud/example/security/jwt/TokenProvider.java","org.openrewrite.java.migrate.UpgradeToJava17","org.openrewrite.java.migrate.Java8toJava11","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/TokenProvider.java","src/main/java/com/javatechie/crud/example/security/jwt/TokenProvider.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","org.openrewrite.java.migrate.UpgradeToJava17","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/TokenProvider.java","src/main/java/com/javatechie/crud/example/security/jwt/TokenProvider.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/TokenProvider.java","src/main/java/com/javatechie/crud/example/security/jwt/TokenProvider.java","","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/TokenProvider.java","src/main/java/com/javatechie/crud/example/security/jwt/TokenProvider.java","org.openrewrite.java.migrate.UpgradeBuildToJava17","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/TokenProvider.java","src/main/java/com/javatechie/crud/example/security/jwt/TokenProvider.java","org.openrewrite.java.migrate.UpgradeToJava17","org.openrewrite.java.migrate.UpgradeBuildToJava17","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/TokenProvider.java","src/main/java/com/javatechie/crud/example/security/jwt/TokenProvider.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","org.openrewrite.java.migrate.UpgradeToJava17","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/TokenProvider.java","src/main/java/com/javatechie/crud/example/security/jwt/TokenProvider.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","0","1"
"src/main/java/com/javatechie/crud/example/security/jwt/TokenProvider.java","src/main/java/com/javatechie/crud/example/security/jwt/TokenProvider.java","","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","0","1"
"src/main/java/com/javatechie/crud/example/security/TTNSpringUserDetails.java","src/main/java/com/javatechie/crud/example/security/TTNSpringUserDetails.java","org.openrewrite.java.migrate.UpgradeBuildToJava11","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src/main/java/com/javatechie/crud/example/security/TTNSpringUserDetails.java","src/main/java/com/javatechie/crud/example/security/TTNSpringUserDetails.java","org.openrewrite.java.migrate.Java8toJava11","org.openrewrite.java.migrate.UpgradeBuildToJava11","0","1"
"src/main/java/com/javatechie/crud/example/security/TTNSpringUserDetails.java","src/main/java/com/javatechie/crud/example/security/TTNSpringUserDetails.java","org.openrewrite.java.migrate.UpgradeToJava17","org.openrewrite.java.migrate.Java8toJava11","0","1"
"src/main/java/com/javatechie/crud/example/security/TTNSpringUserDetails.java","src/main/java/com/javatechie/crud/example/security/TTNSpringUserDetails.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","org.openrewrite.java.migrate.UpgradeToJava17","0","1"
"src/main/java/com/javatechie/crud/example/security/TTNSpringUserDetails.java","src/main/java/com/javatechie/crud/example/security/TTNSpringUserDetails.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","0","1"
"src/main/java/com/javatechie/crud/example/security/TTNSpringUserDetails.java","src/main/java/com/javatechie/crud/example/security/TTNSpringUserDetails.java","","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","0","1"
"src/main/java/com/javatechie/crud/example/security/TTNSpringUserDetails.java","src/main/java/com/javatechie/crud/example/security/TTNSpringUserDetails.java","org.openrewrite.java.migrate.UpgradeBuildToJava17","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src/main/java/com/javatechie/crud/example/security/TTNSpringUserDetails.java","src/main/java/com/javatechie/crud/example/security/TTNSpringUserDetails.java","org.openrewrite.java.migrate.UpgradeToJava17","org.openrewrite.java.migrate.UpgradeBuildToJava17","0","1"
"src/main/java/com/javatechie/crud/example/security/TTNSpringUserDetails.java","src/main/java/com/javatechie/crud/example/security/TTNSpringUserDetails.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","org.openrewrite.java.migrate.UpgradeToJava17","0","1"
"src/main/java/com/javatechie/crud/example/security/TTNSpringUserDetails.java","src/main/java/com/javatechie/crud/example/security/TTNSpringUserDetails.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","0","1"
"src/main/java/com/javatechie/crud/example/security/TTNSpringUserDetails.java","src/main/java/com/javatechie/crud/example/security/TTNSpringUserDetails.java","","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","0","1"
"src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","org.openrewrite.java.migrate.UpgradeBuildToJava11","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","org.openrewrite.java.migrate.Java8toJava11","org.openrewrite.java.migrate.UpgradeBuildToJava11","0","1"
"src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","org.openrewrite.java.migrate.UpgradeToJava17","org.openrewrite.java.migrate.Java8toJava11","0","1"
"src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","org.openrewrite.java.migrate.UpgradeToJava17","0","1"
"src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","0","1"
"src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","0","1"
"src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","org.openrewrite.java.migrate.UpgradeBuildToJava17","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","org.openrewrite.java.migrate.UpgradeToJava17","org.openrewrite.java.migrate.UpgradeBuildToJava17","0","1"
"src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","org.openrewrite.java.migrate.UpgradeToJava17","0","1"
"src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","0","1"
"src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","0","1"
"src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","org.openrewrite.java.migrate.jakarta.JavaxServletToJakartaServlet","org.openrewrite.java.ChangePackage","300","1"
"src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","org.openrewrite.java.migrate.jakarta.JavaxMigrationToJakarta","org.openrewrite.java.migrate.jakarta.JavaxServletToJakartaServlet","300","1"
"src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","org.openrewrite.java.migrate.jakarta.JavaxMigrationToJakarta","300","1"
"src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","300","1"
"src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","src/main/java/com/javatechie/crud/example/security/Http401UnauthorizedEntryPoint.java","","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","300","1"
"src/main/java/com/javatechie/crud/example/entity/Product.java","src/main/java/com/javatechie/crud/example/entity/Product.java","org.openrewrite.java.migrate.UpgradeBuildToJava11","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src/main/java/com/javatechie/crud/example/entity/Product.java","src/main/java/com/javatechie/crud/example/entity/Product.java","org.openrewrite.java.migrate.Java8toJava11","org.openrewrite.java.migrate.UpgradeBuildToJava11","0","1"
"src/main/java/com/javatechie/crud/example/entity/Product.java","src/main/java/com/javatechie/crud/example/entity/Product.java","org.openrewrite.java.migrate.UpgradeToJava17","org.openrewrite.java.migrate.Java8toJava11","0","1"
"src/main/java/com/javatechie/crud/example/entity/Product.java","src/main/java/com/javatechie/crud/example/entity/Product.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","org.openrewrite.java.migrate.UpgradeToJava17","0","1"
"src/main/java/com/javatechie/crud/example/entity/Product.java","src/main/java/com/javatechie/crud/example/entity/Product.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","0","1"
"src/main/java/com/javatechie/crud/example/entity/Product.java","src/main/java/com/javatechie/crud/example/entity/Product.java","","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","0","1"
"src/main/java/com/javatechie/crud/example/entity/Product.java","src/main/java/com/javatechie/crud/example/entity/Product.java","org.openrewrite.java.migrate.UpgradeBuildToJava17","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src/main/java/com/javatechie/crud/example/entity/Product.java","src/main/java/com/javatechie/crud/example/entity/Product.java","org.openrewrite.java.migrate.UpgradeToJava17","org.openrewrite.java.migrate.UpgradeBuildToJava17","0","1"
"src/main/java/com/javatechie/crud/example/entity/Product.java","src/main/java/com/javatechie/crud/example/entity/Product.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","org.openrewrite.java.migrate.UpgradeToJava17","0","1"
"src/main/java/com/javatechie/crud/example/entity/Product.java","src/main/java/com/javatechie/crud/example/entity/Product.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","0","1"
"src/main/java/com/javatechie/crud/example/entity/Product.java","src/main/java/com/javatechie/crud/example/entity/Product.java","","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","0","1"
"src/main/java/com/javatechie/crud/example/entity/Product.java","src/main/java/com/javatechie/crud/example/entity/Product.java","org.openrewrite.java.migrate.jakarta.JavaxPersistenceToJakartaPersistence","org.openrewrite.java.ChangePackage","300","1"
"src/main/java/com/javatechie/crud/example/entity/Product.java","src/main/java/com/javatechie/crud/example/entity/Product.java","org.openrewrite.java.migrate.jakarta.JavaxMigrationToJakarta","org.openrewrite.java.migrate.jakarta.JavaxPersistenceToJakartaPersistence","300","1"
"src/main/java/com/javatechie/crud/example/entity/Product.java","src/main/java/com/javatechie/crud/example/entity/Product.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","org.openrewrite.java.migrate.jakarta.JavaxMigrationToJakarta","300","1"
"src/main/java/com/javatechie/crud/example/entity/Product.java","src/main/java/com/javatechie/crud/example/entity/Product.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","300","1"
